station_code,station_name,state,district,observation_date,season,max_temp_c,min_temp_c,avg_temp_c,rainfall_mm,relative_humidity_percent,wind_speed_kmh,wind_direction,visibility_km,cloud_cover_percent,sunshine_hours,atmospheric_pressure_hpa,soil_temperature_c,heat_index_c,dew_point_c,flood_warning,cyclone_alert,rainfall_category,weather_condition
IMD1126,Siliguri Weather Station,West Bengal,Siliguri,2020-09-28,Monsoon,32.8,23.9,27.1,46.3,73,14.7,SE,6.3,45,1.6,1010.9,25.6,30.8,21.7,No,Yes,Moderate,Thunderstorm
IMD1127,Amritsar Weather Station,Punjab,Amritsar,2024-03-03,Summer,40.9,31.6,36.3,5.459939512635759,49,29.1,NE,8.8,3,2.2,1008.6,36.3,38.8,26.1,No,No,Light,Haze
IMD1128,Silchar Weather Station,Assam,Silchar,2022-02-08,Winter,17.5,8.3,14.1,7.629975805867898,51,36.7,NW,13.5,73,5.6,992.7,15.4,16.6,4.3,No,Yes,Light,Rain
IMD1129,Bengaluru Weather Station,Karnataka,Bengaluru,2021-10-06,Post-Monsoon,29.4,17.0,23.6,1.4590956839876634,47,23.4,W,11.1,61,9.1,1012.3,23.8,26.0,13.0,No,No,Light,Rain
IMD1130,Nagpur Weather Station,Maharashtra,Nagpur,2020-05-06,Summer,38.8,34.1,36.6,6.51910064446226,56,6.3,E,13.5,81,11.1,1004.7,37.9,39.4,27.8,No,No,Light,Clear
IMD1131,Kanpur Weather Station,Uttar Pradesh,Kanpur,2024-03-10,Summer,32.6,23.4,30.2,3.616202556997244,48,21.1,SE,9.5,48,10.2,1017.1,30.7,32.6,19.8,No,No,Light,Cloudy
IMD1132,Amritsar Weather Station,Punjab,Amritsar,2023-01-04,Winter,23.9,15.0,17.7,2.0270957161349332,50,11.6,N,2.4,28,7.4,1028.5,19.7,20.2,7.7,No,No,Light,Clear
IMD1133,Bengaluru Weather Station,Karnataka,Bengaluru,2024-07-30,Monsoon,30.6,20.0,26.7,35.9,56,36.4,SW,7.0,37,0.6,1010.3,29.3,29.5,17.9,No,No,Moderate,Fog
IMD1134,Meerut Weather Station,Uttar Pradesh,Meerut,2021-02-01,Winter,21.9,11.8,16.6,6.042812465302181,51,14.9,SW,6.9,59,3.2,1006.8,14.9,19.2,6.8,No,No,Light,Thunderstorm
IMD1135,Pune Weather Station,Maharashtra,Pune,2021-08-30,Monsoon,31.7,23.1,26.4,40.6,62,14.2,W,2.8,17,2.0,1007.9,26.1,29.5,18.8,No,No,Moderate,Cloudy
IMD1136,Siliguri Weather Station,West Bengal,Siliguri,2024-09-06,Monsoon,33.1,22.4,28.5,18.0,62,36.7,S,13.1,96,10.6,1022.6,29.2,31.6,20.9,No,Yes,Light,Haze
IMD1137,Udaipur Weather Station,Rajasthan,Udaipur,2024-05-12,Summer,41.1,33.0,39.0,4.448329673184227,53,2.7,N,1.9,16,2.5,1015.3,40.6,41.6,29.6,No,No,Light,Cloudy
IMD1138,Hubballi Weather Station,Karnataka,Hubballi,2020-07-13,Monsoon,34.9,26.3,28.5,11.8,58,32.3,E,10.4,50,8.2,1005.8,27.6,31.4,20.1,No,No,Light,Cloudy
IMD1139,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-10-13,Post-Monsoon,34.6,23.7,28.1,6.392658683319551,51,33.9,SE,10.9,11,7.9,1009.2,29.9,30.7,18.3,No,No,Light,Thunderstorm
IMD1140,Udaipur Weather Station,Rajasthan,Udaipur,2022-01-20,Winter,20.5,12.8,18.3,3.162855007095085,54,36.5,NW,4.7,61,8.3,1013.4,20.3,21.0,9.1,No,No,Light,Rain
IMD1141,Durgapur Weather Station,West Bengal,Durgapur,2023-11-07,Post-Monsoon,29.4,23.5,27.3,1.0,51,11.2,SW,12.8,3,4.9,1023.4,25.4,29.9,17.5,No,Yes,Light,Thunderstorm
IMD1142,Silchar Weather Station,Assam,Silchar,2020-01-19,Winter,23.5,13.0,18.2,1.0,42,17.4,W,9.2,84,4.4,1009.1,19.3,20.3,6.6,No,No,Light,Fog
IMD1143,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-01-12,Winter,24.8,15.7,19.2,3.0549352188655523,54,35.8,SW,8.3,97,7.9,1002.2,21.0,21.9,10.0,No,No,Light,Fog
IMD1144,Nashik Weather Station,Maharashtra,Nashik,2020-11-21,Post-Monsoon,29.0,15.4,22.1,4.170052890387998,49,32.7,NW,10.9,10,3.6,1019.4,24.0,24.6,11.9,No,No,Light,Clear
IMD1145,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-06-20,Monsoon,31.6,24.4,28.2,28.3,66,11.1,NE,8.7,45,1.7,1012.2,28.2,31.5,21.4,No,No,Moderate,Clear
IMD1146,Nashik Weather Station,Maharashtra,Nashik,2024-11-18,Post-Monsoon,30.4,19.8,23.9,2.3327199224918385,40,21.6,S,3.3,17,6.9,1022.1,26.9,25.9,11.9,No,No,Light,Thunderstorm
IMD1147,Jaipur Weather Station,Rajasthan,Jaipur,2020-06-19,Monsoon,30.9,20.1,24.5,20.5,57,20.1,NE,9.2,76,2.6,1018.9,24.1,27.4,15.9,No,No,Moderate,Cloudy
IMD1148,Patiala Weather Station,Punjab,Patiala,2021-11-03,Post-Monsoon,30.2,18.5,23.5,4.178350515974644,52,17.0,SE,4.7,22,1.2,1012.4,24.0,26.1,13.9,No,No,Light,Rain
IMD1149,Chennai Weather Station,Tamil Nadu,Chennai,2021-07-15,Monsoon,32.0,25.7,28.4,57.3,68,37.7,E,13.7,74,4.8,1017.7,28.8,31.8,22.0,No,Yes,Moderate,Thunderstorm
IMD1150,Ludhiana Weather Station,Punjab,Ludhiana,2022-02-07,Winter,24.0,16.2,21.0,1.0,48,16.7,SE,6.3,58,5.8,1019.0,21.9,23.4,10.6,No,No,Light,Haze
IMD1151,Mysuru Weather Station,Karnataka,Mysuru,2022-10-08,Post-Monsoon,34.6,22.5,28.4,1.1133683000883856,48,18.0,NE,11.3,61,3.5,1012.6,27.0,30.8,18.0,No,No,Light,Thunderstorm
IMD1152,Silchar Weather Station,Assam,Silchar,2023-08-06,Monsoon,25.2,14.2,20.7,15.8,58,21.7,S,7.8,72,1.3,1012.5,20.6,23.6,12.3,No,No,Light,Clear
IMD1153,Nashik Weather Station,Maharashtra,Nashik,2020-04-14,Summer,36.3,27.3,30.8,2.364156022077583,44,21.8,NE,3.0,64,0.7,1016.2,32.7,33.0,19.6,No,No,Light,Cloudy
IMD1154,Silchar Weather Station,Assam,Silchar,2024-02-11,Winter,26.4,20.4,24.0,1.0,40,32.9,SW,7.2,22,0.9,1011.4,23.2,26.0,12.0,No,Yes,Light,Haze
IMD1155,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-11-23,Post-Monsoon,29.2,20.9,27.2,3.932998176193425,41,8.5,NE,5.1,11,1.3,1001.5,28.5,29.2,15.4,No,No,Light,Rain
IMD1156,Siliguri Weather Station,West Bengal,Siliguri,2024-04-04,Summer,38.4,26.3,33.3,1.8907617243098727,43,31.8,S,2.6,30,7.3,1014.1,32.7,35.4,21.9,No,Yes,Light,Haze
IMD1157,Nagpur Weather Station,Maharashtra,Nagpur,2024-11-01,Post-Monsoon,25.7,15.9,21.8,1.0,41,18.0,SW,6.6,43,7.0,1015.6,23.7,23.9,10.0,No,No,Light,Cloudy
IMD1158,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-07-31,Monsoon,33.7,21.0,27.9,48.1,62,16.3,SW,10.4,75,3.3,1011.0,27.2,31.0,20.3,No,Yes,Moderate,Cloudy
IMD1159,Kolkata Weather Station,West Bengal,Kolkata,2020-08-27,Monsoon,31.5,25.6,28.8,94.5,99,14.3,SE,7.8,33,6.0,1010.1,27.9,33.8,28.6,Yes,No,Heavy,Rain
IMD1160,Amritsar Weather Station,Punjab,Amritsar,2022-08-27,Monsoon,35.9,24.7,30.8,79.5,83,21.5,SE,1.7,97,2.2,1021.4,30.0,35.0,27.4,No,No,Moderate,Haze
IMD1161,Patiala Weather Station,Punjab,Patiala,2022-05-13,Summer,39.8,29.2,33.6,1.2221951368771877,51,29.1,SW,13.6,85,8.7,1002.8,34.3,36.1,23.8,No,No,Light,Clear
IMD1162,Jodhpur Weather Station,Rajasthan,Jodhpur,2024-01-10,Winter,22.4,13.7,19.2,2.473182121109576,51,11.0,S,6.2,63,0.5,1011.1,21.5,21.8,9.4,No,No,Light,Fog
IMD1163,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-11-24,Post-Monsoon,24.0,18.1,20.7,21.949280081741207,62,28.4,SW,3.3,31,6.8,1020.8,19.8,23.8,13.1,No,No,Moderate,Haze
IMD1164,Nashik Weather Station,Maharashtra,Nashik,2022-08-29,Monsoon,29.9,17.9,24.7,55.6,70,33.8,W,7.3,3,1.9,1011.1,23.1,28.2,18.7,No,No,Moderate,Rain
IMD1165,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-09-26,Monsoon,33.7,24.9,28.1,58.7,70,38.0,SE,4.8,13,9.9,1007.7,27.7,31.6,22.1,No,No,Moderate,Clear
IMD1166,Jorhat Weather Station,Assam,Jorhat,2020-05-04,Summer,32.6,21.9,27.6,1.282060981337382,39,26.0,W,11.3,51,3.2,1006.9,26.5,29.6,15.4,No,No,Light,Clear
IMD1167,Chennai Weather Station,Tamil Nadu,Chennai,2021-10-21,Post-Monsoon,28.7,17.4,22.7,4.263243355191293,43,15.5,N,13.1,28,10.3,1008.4,24.8,24.8,11.3,No,Yes,Light,Clear
IMD1168,Siliguri Weather Station,West Bengal,Siliguri,2024-09-11,Monsoon,33.2,27.4,30.1,56.1,71,38.9,W,11.2,70,9.9,1023.5,28.3,33.6,24.3,No,No,Moderate,Haze
IMD1169,Nagpur Weather Station,Maharashtra,Nagpur,2024-06-09,Monsoon,35.6,27.7,33.0,41.9,57,9.6,W,11.1,70,2.7,1013.5,34.8,35.9,24.4,No,No,Moderate,Thunderstorm
IMD1170,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-07-28,Monsoon,36.1,29.2,32.8,42.8,66,26.8,S,4.3,97,0.3,997.5,34.5,36.1,26.0,No,No,Moderate,Clear
IMD1171,Mysuru Weather Station,Karnataka,Mysuru,2023-12-19,Winter,24.4,15.9,18.0,1.8358006426791322,46,21.5,W,3.7,71,0.5,1008.7,16.7,20.3,7.2,No,No,Light,Cloudy
IMD1172,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-10-01,Post-Monsoon,32.3,22.4,27.7,5.88164711921424,43,9.0,E,9.2,30,3.0,1020.3,30.2,29.8,16.3,No,No,Light,Clear
IMD1173,Chennai Weather Station,Tamil Nadu,Chennai,2024-12-04,Winter,19.6,10.5,17.4,1.0,40,24.7,N,11.6,33,11.6,992.5,19.5,19.4,5.4,No,No,Light,Thunderstorm
IMD1174,Hubballi Weather Station,Karnataka,Hubballi,2022-09-11,Monsoon,28.6,21.0,23.2,37.0,66,31.3,W,2.5,5,3.0,1018.2,24.7,26.5,16.4,No,No,Moderate,Fog
IMD1175,Nagpur Weather Station,Maharashtra,Nagpur,2023-12-31,Winter,21.8,9.6,16.0,2.6482980876259155,45,23.6,NE,8.0,52,7.1,1006.0,15.5,18.2,5.0,No,No,Light,Clear
IMD1176,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-09-03,Monsoon,34.0,25.0,31.5,25.5,59,31.8,E,2.8,15,9.5,1015.7,32.9,34.5,23.3,No,No,Moderate,Rain
IMD1177,Mysuru Weather Station,Karnataka,Mysuru,2022-07-03,Monsoon,28.6,21.6,24.0,70.5,76,29.1,W,7.7,8,11.4,1005.4,22.1,27.8,19.2,No,No,Moderate,Clear
IMD1178,Amritsar Weather Station,Punjab,Amritsar,2021-03-25,Summer,31.9,22.9,29.6,3.611954226520996,46,3.7,E,3.1,75,8.6,1012.0,28.3,31.9,18.8,No,No,Light,Haze
IMD1179,Kolkata Weather Station,West Bengal,Kolkata,2022-12-01,Winter,25.2,18.9,22.5,1.0,44,17.1,S,9.2,93,1.7,1019.8,21.4,24.7,11.3,No,Yes,Light,Cloudy
IMD1180,Ludhiana Weather Station,Punjab,Ludhiana,2020-11-06,Post-Monsoon,27.0,19.6,24.7,1.0,42,20.6,W,4.0,63,2.3,1017.7,25.4,26.8,13.1,No,No,Light,Haze
IMD1181,Pune Weather Station,Maharashtra,Pune,2023-12-26,Winter,17.1,11.1,15.0,1.0,48,34.5,NW,2.9,94,9.4,1016.2,17.2,17.4,4.6,No,No,Light,Thunderstorm
IMD1182,Jaipur Weather Station,Rajasthan,Jaipur,2020-04-19,Summer,44.7,35.2,38.0,7.862770301174538,54,16.8,SW,11.7,47,8.9,1013.5,40.4,40.7,28.8,No,No,Light,Clear
IMD1183,Mysuru Weather Station,Karnataka,Mysuru,2022-11-26,Post-Monsoon,28.4,21.4,24.9,4.9525351373315685,51,14.3,N,14.4,27,3.7,1006.9,26.1,27.4,15.1,No,No,Light,Rain
IMD1184,Guwahati Weather Station,Assam,Guwahati,2021-10-27,Post-Monsoon,28.4,20.8,23.0,2.929884200843016,39,33.6,NE,10.9,67,11.8,1010.8,21.4,24.9,10.8,No,Yes,Light,Fog
IMD1185,Meerut Weather Station,Uttar Pradesh,Meerut,2020-06-04,Monsoon,31.4,22.6,24.8,63.2,74,19.3,SE,9.1,37,5.3,1018.8,26.2,28.5,19.6,No,No,Moderate,Thunderstorm
IMD1186,Bengaluru Weather Station,Karnataka,Bengaluru,2022-10-11,Post-Monsoon,31.3,20.5,24.5,5.502619145655462,43,30.6,S,5.9,67,11.9,1007.3,26.7,26.6,13.1,No,No,Light,Thunderstorm
IMD1187,Kolkata Weather Station,West Bengal,Kolkata,2021-07-23,Monsoon,30.6,22.2,25.6,91.8,98,16.7,E,3.1,54,9.4,1013.0,27.8,30.5,25.2,Yes,Yes,Heavy,Clear
IMD1188,Siliguri Weather Station,West Bengal,Siliguri,2021-09-16,Monsoon,40.1,29.0,35.7,40.9,67,30.4,SW,12.6,21,6.2,1018.6,37.9,39.1,29.1,No,Yes,Moderate,Clear
IMD1189,Nagpur Weather Station,Maharashtra,Nagpur,2020-05-07,Summer,37.3,27.7,34.3,11.754950329506704,54,19.6,W,13.1,34,4.8,1013.2,34.9,37.0,25.1,No,No,Light,Rain
IMD1190,Bengaluru Weather Station,Karnataka,Bengaluru,2020-01-09,Winter,24.6,16.0,18.8,1.1311549454452534,51,22.8,N,1.5,38,6.5,1001.6,20.1,21.4,9.0,No,No,Light,Clear
IMD1191,Hubballi Weather Station,Karnataka,Hubballi,2020-01-29,Winter,20.2,10.0,15.7,4.287806351464068,53,5.6,W,13.9,34,6.2,1020.0,16.3,18.3,6.3,No,No,Light,Clear
IMD1192,Udaipur Weather Station,Rajasthan,Udaipur,2020-04-04,Summer,34.6,27.1,31.6,1.0,53,27.8,N,4.9,52,1.7,1015.1,34.2,34.2,22.2,No,No,Light,Thunderstorm
IMD1193,Ludhiana Weather Station,Punjab,Ludhiana,2021-11-27,Post-Monsoon,34.1,22.4,28.2,7.216673054943183,48,26.9,N,5.3,39,5.9,1025.7,29.6,30.6,17.8,No,No,Light,Clear
IMD1194,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-10-25,Post-Monsoon,25.9,18.6,20.7,3.23344326390587,45,15.1,S,6.6,27,11.3,1003.0,19.2,22.9,9.7,No,No,Light,Thunderstorm
IMD1195,Amritsar Weather Station,Punjab,Amritsar,2021-10-20,Post-Monsoon,31.2,20.3,24.5,9.37839021877921,47,7.4,E,3.2,12,11.9,1016.1,22.6,26.9,13.9,No,No,Light,Fog
IMD1196,Bengaluru Weather Station,Karnataka,Bengaluru,2023-11-27,Post-Monsoon,26.5,17.3,20.6,11.025088844213029,43,5.5,S,10.4,27,2.7,1007.1,20.1,22.8,9.2,No,No,Light,Rain
IMD1197,Chennai Weather Station,Tamil Nadu,Chennai,2023-01-20,Winter,21.2,13.1,15.9,7.6372806998009475,56,22.6,SW,13.3,28,7.3,1008.7,15.3,18.7,7.1,No,Yes,Light,Thunderstorm
IMD1198,Madurai Weather Station,Tamil Nadu,Madurai,2023-01-05,Winter,25.9,15.7,21.1,1.2320631734420755,37,23.6,S,13.8,49,8.4,1004.9,19.2,23.0,8.5,No,Yes,Light,Haze
IMD1199,Durgapur Weather Station,West Bengal,Durgapur,2021-07-31,Monsoon,30.5,25.2,28.1,36.5,67,39.9,N,13.5,6,5.9,1009.2,27.4,31.5,21.5,No,Yes,Moderate,Thunderstorm
IMD1200,Jorhat Weather Station,Assam,Jorhat,2020-02-09,Winter,23.3,10.5,17.2,1.1307405449020163,49,1.6,SE,10.9,54,3.4,1003.9,16.0,19.6,7.0,No,No,Light,Rain
IMD1201,Mysuru Weather Station,Karnataka,Mysuru,2024-01-18,Winter,23.6,14.0,19.9,2.662997158011096,50,32.3,SW,12.9,5,0.9,1004.9,20.0,22.4,9.9,No,No,Light,Cloudy
IMD1202,Nashik Weather Station,Maharashtra,Nashik,2023-03-08,Summer,37.5,28.0,32.0,3.1477517258512475,51,35.1,W,1.8,14,8.5,1009.9,31.1,34.5,22.2,No,No,Light,Haze
IMD1203,Amritsar Weather Station,Punjab,Amritsar,2020-02-13,Winter,16.7,11.4,14.6,1.487205041136517,49,26.3,SW,14.6,91,11.1,1000.7,15.3,17.1,4.4,No,No,Light,Haze
IMD1204,Hubballi Weather Station,Karnataka,Hubballi,2024-05-07,Summer,41.1,30.6,37.1,1.0,50,15.6,NW,1.1,49,2.1,997.3,35.2,39.6,27.1,No,No,Light,Thunderstorm
IMD1205,Patiala Weather Station,Punjab,Patiala,2024-06-17,Monsoon,26.2,19.6,22.9,49.7,61,39.5,SE,2.6,28,7.7,1022.7,25.3,25.9,15.1,No,No,Moderate,Rain
IMD1206,Bengaluru Weather Station,Karnataka,Bengaluru,2021-12-15,Winter,19.6,9.0,15.2,4.684119679257925,41,20.3,SE,6.8,72,1.3,1002.5,17.8,17.2,3.4,No,No,Light,Cloudy
IMD1207,Lucknow Weather Station,Uttar Pradesh,Lucknow,2021-05-25,Summer,39.5,26.8,33.1,13.594328324662195,49,16.9,W,9.3,85,5.6,1011.8,31.5,35.6,22.9,No,No,Light,Fog
IMD1208,Durgapur Weather Station,West Bengal,Durgapur,2023-03-26,Summer,35.1,27.3,31.8,1.0,48,21.7,E,5.0,59,11.0,1018.0,30.5,34.2,21.4,No,Yes,Light,Thunderstorm
IMD1209,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2024-12-10,Winter,22.4,13.1,16.4,1.8308179025772793,51,19.0,N,4.3,8,2.4,1018.2,19.3,18.9,6.6,No,Yes,Light,Haze
IMD1210,Durgapur Weather Station,West Bengal,Durgapur,2022-01-06,Winter,18.0,9.8,14.5,1.0,47,28.8,S,8.4,92,10.1,1007.8,16.4,16.9,3.9,No,No,Light,Thunderstorm
IMD1211,Jorhat Weather Station,Assam,Jorhat,2021-09-08,Monsoon,37.3,26.1,32.8,34.4,59,32.1,S,13.3,16,1.7,1015.7,31.1,35.8,24.6,No,No,Moderate,Rain
IMD1212,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-12-30,Winter,15.3,7.8,11.4,4.165370935567539,45,31.4,SE,12.6,37,1.7,1012.3,13.9,13.7,0.4,No,No,Light,Fog
IMD1213,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-08-03,Monsoon,29.5,20.3,25.6,24.3,64,28.1,NW,2.2,99,9.3,1011.9,27.4,28.8,18.4,No,No,Moderate,Clear
IMD1214,Guwahati Weather Station,Assam,Guwahati,2023-11-29,Post-Monsoon,30.5,22.7,25.7,5.571100670855026,48,37.0,S,11.2,96,9.8,1029.5,26.5,28.1,15.3,No,No,Light,Rain
IMD1215,Meerut Weather Station,Uttar Pradesh,Meerut,2020-05-28,Summer,34.8,26.5,31.8,3.5096166552414174,49,7.1,SW,6.3,92,8.0,1010.4,30.7,34.2,21.6,No,No,Light,Rain
IMD1216,Amritsar Weather Station,Punjab,Amritsar,2022-05-08,Summer,33.1,23.7,29.6,1.9996768402016931,46,14.0,E,5.3,36,4.9,1015.9,32.3,31.9,18.8,No,No,Light,Cloudy
IMD1217,Udaipur Weather Station,Rajasthan,Udaipur,2023-10-30,Post-Monsoon,31.3,23.2,25.8,1.0,53,9.8,NE,2.7,48,9.0,1012.3,27.0,28.4,16.4,No,No,Light,Thunderstorm
IMD1218,Ludhiana Weather Station,Punjab,Ludhiana,2020-12-08,Winter,24.0,14.9,19.9,3.629363237325587,43,14.3,NE,6.3,12,4.8,1024.0,22.7,22.0,8.5,No,No,Light,Thunderstorm
IMD1219,Jorhat Weather Station,Assam,Jorhat,2021-08-15,Monsoon,28.0,20.3,24.7,50.0,77,36.3,N,8.6,68,9.0,1017.6,25.5,28.6,20.1,No,Yes,Moderate,Rain
IMD1220,Nashik Weather Station,Maharashtra,Nashik,2020-02-02,Winter,25.4,17.8,20.7,1.0,44,39.8,SW,9.6,58,0.5,1015.9,22.0,22.9,9.5,No,No,Light,Rain
IMD1221,Jorhat Weather Station,Assam,Jorhat,2023-12-06,Winter,23.5,17.3,21.5,1.0,46,9.2,NW,12.7,9,6.7,1021.1,21.8,23.8,10.7,No,No,Light,Rain
IMD1222,Hubballi Weather Station,Karnataka,Hubballi,2020-05-02,Summer,37.5,28.2,35.1,1.0,37,2.4,SW,6.2,70,9.6,1019.6,34.5,37.0,22.5,No,No,Light,Haze
IMD1223,Chennai Weather Station,Tamil Nadu,Chennai,2023-06-08,Monsoon,30.2,20.5,26.3,137.7,100,38.1,E,8.1,43,8.8,1011.8,28.0,31.3,26.3,Yes,Yes,Heavy,Fog
IMD1224,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-02-27,Winter,20.9,14.8,17.7,3.868768806561852,47,36.5,E,7.7,95,9.8,1003.5,17.5,20.1,7.1,No,No,Light,Fog
IMD1225,Jorhat Weather Station,Assam,Jorhat,2022-12-16,Winter,16.9,9.2,14.8,5.563157669035324,52,3.0,NW,7.0,87,3.0,1017.6,14.2,17.4,5.2,No,Yes,Light,Thunderstorm
IMD1226,Pune Weather Station,Maharashtra,Pune,2020-03-16,Summer,39.9,30.7,36.9,1.0,39,21.7,NW,10.4,83,3.6,1031.6,39.0,38.9,24.7,No,No,Light,Thunderstorm
IMD1227,Kolkata Weather Station,West Bengal,Kolkata,2022-12-20,Winter,27.3,14.5,20.4,5.4629018658539374,46,35.8,N,11.6,82,9.2,1010.2,19.3,22.7,9.6,No,Yes,Light,Cloudy
IMD1228,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-02-17,Winter,22.7,18.3,20.3,2.2391075100121585,46,8.8,E,5.1,100,8.5,1018.0,19.6,22.6,9.5,No,No,Light,Cloudy
IMD1229,Nagpur Weather Station,Maharashtra,Nagpur,2023-02-18,Winter,25.4,19.4,21.7,3.264604393603592,51,1.4,NW,12.4,68,11.8,1004.2,23.1,24.2,11.9,No,No,Light,Clear
IMD1230,Amritsar Weather Station,Punjab,Amritsar,2021-02-05,Winter,23.1,12.9,16.4,1.0,43,26.2,SE,4.1,37,1.3,1009.5,14.9,18.5,5.0,No,No,Light,Fog
IMD1231,Hubballi Weather Station,Karnataka,Hubballi,2023-10-28,Post-Monsoon,31.6,20.8,27.2,1.0,40,2.6,SE,14.2,1,2.0,1010.5,29.7,29.2,15.2,No,No,Light,Fog
IMD1232,Kolkata Weather Station,West Bengal,Kolkata,2020-02-01,Winter,25.6,13.6,18.9,1.2485790649370514,40,29.0,NW,9.1,22,1.5,1014.3,18.7,20.9,6.9,No,Yes,Light,Rain
IMD1233,Jodhpur Weather Station,Rajasthan,Jodhpur,2024-02-21,Winter,18.8,10.5,16.3,10.758213883527837,45,20.1,NW,2.7,90,8.8,1018.1,17.4,18.6,5.3,No,No,Light,Clear
IMD1234,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-06-18,Monsoon,33.0,25.1,29.2,62.0,74,35.8,E,13.4,21,5.3,1004.0,28.1,32.9,24.0,No,No,Moderate,Cloudy
IMD1235,Lucknow Weather Station,Uttar Pradesh,Lucknow,2024-03-19,Summer,42.3,34.1,37.2,4.741730955930213,48,5.5,SE,4.6,32,5.6,1011.2,36.0,39.6,26.8,No,No,Light,Clear
IMD1236,Guwahati Weather Station,Assam,Guwahati,2023-03-11,Summer,38.3,28.5,34.8,2.9382976103862,48,35.2,S,10.3,98,5.0,1015.0,33.5,37.2,24.4,No,No,Light,Cloudy
IMD1237,Udaipur Weather Station,Rajasthan,Udaipur,2021-09-12,Monsoon,20.8,13.0,18.7,37.9,57,31.2,S,1.5,93,2.2,995.0,17.4,21.6,10.1,No,No,Moderate,Clear
IMD1238,Jaipur Weather Station,Rajasthan,Jaipur,2020-09-28,Monsoon,34.0,26.3,31.3,27.9,54,19.4,E,11.4,87,4.4,1011.6,32.4,34.0,22.1,No,No,Moderate,Thunderstorm
IMD1239,Jorhat Weather Station,Assam,Jorhat,2022-12-23,Winter,16.2,7.1,13.7,1.0,48,30.3,NW,11.5,77,7.4,1001.5,11.9,16.1,3.3,No,No,Light,Cloudy
IMD1240,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-10-19,Post-Monsoon,27.6,18.2,23.1,1.0,37,17.7,NW,9.7,67,3.8,1011.7,25.7,25.0,10.5,No,No,Light,Thunderstorm
IMD1241,Kolkata Weather Station,West Bengal,Kolkata,2024-05-29,Summer,41.9,33.6,37.1,2.4560213351998326,52,8.0,E,13.6,12,6.3,1008.4,37.8,39.7,27.5,No,No,Light,Rain
IMD1242,Jodhpur Weather Station,Rajasthan,Jodhpur,2024-02-20,Winter,26.1,13.8,20.6,5.618206564849672,54,22.4,N,7.9,38,5.3,1018.2,19.1,23.3,11.4,No,No,Light,Thunderstorm
IMD1243,Udaipur Weather Station,Rajasthan,Udaipur,2020-05-24,Summer,32.2,24.2,30.0,6.479481912362589,54,16.6,W,1.3,65,11.2,1002.7,28.6,32.7,20.8,No,No,Light,Cloudy
IMD1244,Kanpur Weather Station,Uttar Pradesh,Kanpur,2024-03-22,Summer,42.5,34.2,38.6,3.4807119177771932,53,16.9,NE,1.7,71,10.4,1007.2,39.3,41.2,29.2,No,No,Light,Cloudy
IMD1245,Jodhpur Weather Station,Rajasthan,Jodhpur,2021-03-21,Summer,37.2,28.7,32.0,1.0,46,26.5,N,10.8,96,4.5,1010.5,34.6,34.3,21.2,No,No,Light,Clear
IMD1246,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2020-03-19,Summer,38.1,28.3,33.6,20.467010340435518,60,2.8,SW,13.2,48,11.0,1018.8,34.4,36.6,25.6,No,No,Moderate,Fog
IMD1247,Chennai Weather Station,Tamil Nadu,Chennai,2022-05-02,Summer,35.8,24.7,30.0,1.726451933156254,46,7.2,N,2.8,38,0.8,1007.0,29.0,32.3,19.2,No,Yes,Light,Thunderstorm
IMD1248,Meerut Weather Station,Uttar Pradesh,Meerut,2021-07-15,Monsoon,34.9,28.9,31.7,14.5,56,18.1,SE,2.1,100,1.8,1008.7,32.3,34.5,22.9,No,No,Light,Rain
IMD1249,Patiala Weather Station,Punjab,Patiala,2023-04-13,Summer,40.4,32.0,38.4,2.2642202582826085,46,35.5,NE,1.9,11,11.0,992.4,39.8,40.7,27.6,No,No,Light,Haze
IMD1250,Silchar Weather Station,Assam,Silchar,2024-03-08,Summer,37.5,27.5,30.9,2.7524069136325524,45,6.3,S,2.2,19,10.5,1007.7,32.5,33.1,19.9,No,Yes,Light,Haze
IMD1251,Ludhiana Weather Station,Punjab,Ludhiana,2021-12-23,Winter,17.7,5.8,11.9,2.0744322184388326,42,30.1,E,8.5,80,9.7,1028.3,11.7,14.0,0.3,No,No,Light,Haze
