observation_id,date,station_id,country,latitude,longitude,elevation_m,avg_temperature_c,max_temperature_c,min_temperature_c,precipitation_mm,snowfall_cm,humidity_percent,wind_speed_kmh,wind_direction,solar_radiation_wm2,atmospheric_pressure_hpa,cloud_cover_percent,uv_index,soil_moisture_percent,drought_index,evapotranspiration_mm,air_quality_index,pm25,pm10,co2_ppm,methane_ppb,ozone_ppb,climate_zone,weather_event,disaster_risk
111,2024-01-14,NOAA1018,USA,29.7086,-110.8889,1709.4,3.8,7.3,-1.5,8.3,0.0,52,42.6,SW,305.9,1004.3,62,11,40.2,Medium,1.49,118,24.6,60.3,427.4,1829.5,49.2,Continental,Rain,High
112,2023-08-07,NOAA1033,USA,45.1376,-119.7632,2454.0,24.7,27.0,22.7,11.1,0.0,42,7.9,SE,154.4,1016.0,19,1,24.9,Medium,4.62,96,28.4,57.8,424.9,1922.4,48.6,Polar,Heatwave,High
113,2022-09-26,NOAA1000,Mexico,38.2394,-123.3245,1588.3,27.3,30.9,19.4,18.7,0.0,46,2.7,W,744.9,1000.8,22,2,38.9,Medium,5.14,101,22.2,51.2,419.5,1932.7,41.1,Arid,Storm,Medium
114,2020-06-10,NOAA1025,Canada,38.5601,-67.5567,677.6,29.8,35.9,22.7,11.2,0.0,52,30.1,N,174.8,1012.7,48,7,37.2,Medium,4.58,93,29.2,46.1,425.5,1901.1,40.2,Continental,Fog,Medium
115,2023-03-04,NOAA1033,USA,30.5144,-72.6274,2076.9,13.8,19.2,10.2,8.7,0.0,43,41.7,S,819.4,1001.8,72,11,22.6,Medium,3.93,116,23.0,49.8,424.0,1858.3,50.2,Tropical,Fog,Medium
116,2020-06-06,NOAA1010,Mexico,30.7713,-76.4249,1167.5,27.0,34.4,23.0,14.8,0.0,52,34.5,E,732.4,1024.6,88,2,36.4,Medium,6.0,93,22.3,47.2,421.6,1941.3,28.1,Temperate,Storm,High
117,2024-04-23,NOAA1038,Canada,48.2541,-105.3965,1902.4,17.1,23.8,12.4,24.8,0.0,68,11.8,W,445.5,1018.7,87,10,50.2,Low,2.74,98,26.8,51.9,420.4,1948.9,34.5,Temperate,Storm,Low
118,2022-02-17,NOAA1009,Mexico,34.3509,-103.4401,274.6,1.0,8.7,-3.7,0.6,15.2,55,6.4,NE,249.9,1009.4,57,9,39.4,High,0.97,105,25.7,60.8,431.6,1963.2,35.8,Polar,Coldwave,Medium
119,2024-11-03,NOAA1000,Canada,34.9314,-79.5874,2174.5,7.3,12.7,-0.7,10.6,0.0,53,12.4,E,648.3,1005.0,21,3,33.4,Medium,1.63,103,23.0,53.4,411.6,1822.7,30.3,Continental,Storm,Medium
120,2024-05-21,NOAA1023,Canada,47.6613,-82.9087,1487.4,17.7,23.4,13.0,21.7,0.0,50,7.8,N,859.1,1020.9,42,10,33.1,Low,4.38,111,22.9,55.5,418.3,1898.0,45.4,Polar,Rain,Medium
121,2021-10-18,NOAA1044,USA,36.4962,-113.8747,1194.7,12.5,16.4,6.1,17.7,0.0,64,29.2,SE,360.7,1022.3,35,7,42.6,Medium,3.74,99,26.5,52.1,433.0,1837.2,40.6,Polar,None,High
122,2022-08-03,NOAA1028,Canada,44.9508,-120.058,2543.4,27.9,34.7,21.9,8.1,0.0,45,8.0,S,293.6,1007.9,84,3,34.9,Medium,5.76,100,27.5,57.9,429.5,1956.8,35.4,Polar,Heatwave,High
123,2022-11-03,NOAA1034,USA,43.9773,-103.5068,2686.5,5.7,10.9,-0.1,18.8,0.0,59,5.7,SE,626.1,1007.4,45,3,43.7,Medium,0.94,111,30.0,47.2,414.4,1994.3,47.5,Continental,None,Low
124,2020-07-20,NOAA1014,Mexico,42.9245,-92.1944,2063.0,27.6,30.9,23.4,15.1,0.0,52,21.9,E,376.0,1008.1,3,8,30.1,Medium,4.97,94,22.4,61.3,416.9,1911.4,42.7,Tropical,Storm,Medium
125,2021-12-03,NOAA1013,Mexico,36.5902,-96.8587,1314.5,4.6,10.8,0.7,46.7,0.0,77,14.9,NE,118.1,999.0,43,11,47.6,Low,2.29,73,18.5,37.7,409.9,1935.4,32.4,Arid,Coldwave,Medium
126,2022-08-04,NOAA1025,Mexico,29.4268,-87.4927,1296.4,26.6,28.8,20.9,13.2,0.0,49,10.5,W,411.1,1008.9,90,4,29.6,Medium,5.49,95,27.5,59.4,421.8,1899.3,49.5,Polar,Rain,Medium
127,2021-10-29,NOAA1029,USA,31.2965,-74.8297,1583.1,27.1,32.9,21.5,8.6,0.0,46,28.3,NE,378.3,1023.6,58,10,27.0,Medium,5.41,115,32.0,57.5,410.9,1834.4,43.7,Tropical,Storm,Low
128,2021-05-03,NOAA1007,USA,33.9593,-115.9426,1165.4,23.0,28.6,17.6,16.7,0.0,54,20.2,NW,608.4,1019.6,88,11,44.7,Medium,3.8,98,25.7,44.5,424.1,1942.7,49.4,Arid,Heatwave,High
129,2020-04-19,NOAA1000,Canada,28.2768,-77.5327,2891.5,21.5,26.5,16.5,21.2,0.0,58,31.4,W,668.1,1010.0,56,8,35.3,Low,4.36,97,22.6,44.9,413.3,1872.4,44.0,Polar,Storm,Low
130,2024-05-17,NOAA1036,Mexico,43.5411,-95.7671,1532.4,23.7,29.1,20.1,17.9,0.0,59,25.4,SW,533.6,1014.5,96,1,45.5,Medium,4.44,100,30.4,43.1,420.4,1845.6,46.0,Tropical,Storm,Low
131,2022-07-10,NOAA1022,USA,35.5377,-67.3444,2326.9,33.6,37.0,26.7,50.5,0.0,73,27.3,SW,788.8,1015.1,78,11,50.0,Low,6.27,67,20.5,40.9,416.8,1921.5,40.4,Polar,Storm,High
132,2021-07-29,NOAA1034,USA,32.7677,-83.8689,868.0,35.8,39.4,28.7,3.3,0.0,55,44.4,NE,208.5,1009.4,96,7,45.2,High,7.35,109,31.2,51.0,421.6,1942.9,31.8,Tropical,Fog,Medium
133,2024-08-23,NOAA1048,Mexico,34.4248,-115.8962,1897.2,30.5,36.3,26.2,7.3,0.0,46,5.2,NE,422.3,1009.2,95,5,35.3,Medium,6.33,126,32.7,52.9,421.0,1914.7,35.8,Temperate,Fog,Low
134,2024-02-05,NOAA1040,Mexico,41.7349,-75.5439,2387.0,2.5,6.9,-5.3,1.4,0.0,49,37.5,NW,314.8,1008.6,36,6,35.1,High,0.64,134,32.5,67.2,435.0,1842.1,22.4,Temperate,None,Low
135,2023-07-06,NOAA1001,USA,47.3064,-114.9949,1369.6,32.8,40.8,28.2,8.8,0.0,54,44.8,E,805.7,1022.0,38,3,43.8,Medium,6.67,101,29.3,50.6,430.5,1891.1,30.8,Arid,Fog,High
136,2020-12-04,NOAA1025,Mexico,32.3322,-84.1318,702.4,1.5,7.4,-4.7,21.0,0.0,48,22.5,E,574.9,1000.8,66,11,32.7,Low,0.5,105,27.9,59.3,414.5,1898.2,41.9,Continental,Fog,Low
137,2022-09-05,NOAA1014,Canada,27.1439,-78.0605,309.6,23.0,27.2,19.2,17.3,0.0,47,18.5,E,613.3,1013.6,86,3,26.0,Medium,4.58,97,25.1,55.8,418.2,1938.0,37.3,Tropical,Heatwave,High
138,2023-11-07,NOAA1013,USA,46.5182,-116.0193,369.5,11.0,17.4,6.9,13.0,0.0,56,20.5,E,298.2,1015.7,82,2,35.2,Medium,2.85,110,29.5,57.3,423.7,1922.8,43.6,Arid,Rain,High
139,2023-05-27,NOAA1012,Mexico,34.402,-87.1683,2351.4,24.6,31.4,21.2,32.3,0.0,70,18.6,SE,499.7,1023.0,76,2,49.5,Low,5.65,95,26.3,36.5,423.9,1858.8,39.6,Polar,Heatwave,Medium
140,2023-01-23,NOAA1048,Canada,47.9069,-80.0891,50.1,2.5,4.9,-1.1,6.9,0.0,44,3.7,N,858.9,1012.7,50,9,27.4,Medium,1.8,124,27.5,54.6,408.6,1905.1,34.6,Polar,Coldwave,High
141,2020-11-08,NOAA1005,Canada,26.8965,-71.5073,2922.9,12.4,15.3,8.4,7.7,0.0,47,27.2,NE,348.1,1010.8,55,4,25.8,Medium,2.03,124,24.2,58.4,419.8,1893.1,34.5,Temperate,Storm,High
142,2024-02-27,NOAA1007,USA,41.9896,-84.0145,491.5,12.9,20.6,7.8,8.8,0.0,45,35.7,S,233.6,1019.3,16,5,35.2,Medium,2.17,97,26.2,54.2,423.4,1861.3,39.6,Polar,None,Medium
143,2023-12-29,NOAA1040,USA,36.9075,-94.8854,166.3,2.0,9.2,-1.0,4.6,3.1,55,35.3,NE,282.7,1017.2,65,1,31.2,High,2.03,115,24.3,55.0,434.3,1864.9,40.3,Tropical,Rain,Low
144,2023-02-06,NOAA1026,USA,32.7232,-100.2734,2160.9,1.9,5.5,-0.6,12.5,7.5,62,23.6,N,243.5,1005.0,66,1,50.7,Medium,0.5,121,30.5,59.2,417.8,1971.9,45.1,Arid,Storm,Low
145,2023-02-06,NOAA1000,Canada,29.8161,-91.863,911.7,0.7,6.4,-4.1,20.2,11.8,61,23.2,SE,686.0,1015.2,69,4,37.1,Low,1.97,85,22.3,46.8,413.6,1972.5,42.9,Temperate,Storm,Low
146,2024-04-03,NOAA1047,Mexico,32.3803,-112.3039,2949.3,17.6,22.1,9.8,21.7,0.0,60,43.8,E,669.3,1021.4,11,1,48.7,Low,4.43,116,23.7,57.1,415.7,1952.7,41.6,Continental,Fog,Low
147,2023-04-04,NOAA1032,USA,40.2932,-101.522,1775.7,24.3,26.7,18.3,7.4,0.0,42,7.6,S,308.8,1010.0,40,7,32.6,Medium,5.12,117,27.7,51.0,421.6,1858.7,35.8,Tropical,Rain,High
148,2020-08-11,NOAA1006,USA,35.7896,-106.1001,362.2,32.5,36.6,25.9,28.7,0.0,56,21.4,NW,312.0,1026.8,15,2,33.7,Low,6.25,78,20.0,52.8,423.5,1901.5,41.0,Tropical,None,High
149,2021-05-23,NOAA1025,Mexico,26.1748,-106.9661,2460.3,24.5,27.5,16.8,5.3,0.0,49,38.7,SE,175.8,1021.7,13,3,28.2,Medium,3.8,113,25.0,63.8,419.1,1937.3,47.0,Arid,Fog,High
150,2023-08-13,NOAA1037,Mexico,31.2117,-77.6734,65.4,22.5,24.9,15.1,6.0,0.0,40,21.1,E,173.6,1014.8,42,2,20.7,Medium,4.3,109,32.7,55.7,428.4,1967.4,36.3,Continental,Heatwave,Low
151,2022-02-22,NOAA1011,Canada,30.1532,-113.3324,839.6,7.3,14.6,5.1,12.9,0.0,55,28.6,SE,617.8,999.9,63,7,44.6,Medium,2.05,97,24.6,46.3,415.4,1932.0,41.4,Tropical,Fog,High
152,2021-05-25,NOAA1034,USA,48.7457,-79.4308,1077.3,24.1,29.4,19.2,4.1,0.0,57,41.2,SW,410.7,1008.0,23,1,37.0,High,4.05,117,24.6,67.8,423.2,1919.8,42.1,Polar,Storm,High
153,2021-04-21,NOAA1006,USA,40.7647,-108.808,2448.9,13.8,21.3,11.5,7.5,0.0,44,44.8,SE,560.6,1015.6,49,6,37.8,Medium,4.05,108,24.9,58.1,417.7,1834.0,39.6,Arid,Coldwave,Low
154,2023-12-11,NOAA1036,Mexico,28.4105,-69.943,2510.1,1.4,8.3,-6.4,27.6,10.8,62,9.5,N,172.2,1022.2,29,10,38.9,Low,1.26,77,21.4,48.5,406.1,1885.5,31.0,Tropical,Storm,High
155,2020-12-29,NOAA1003,USA,28.5451,-83.8323,425.0,-3.2,-0.5,-8.4,29.3,7.3,62,5.1,W,568.8,1000.6,43,5,40.6,Low,1.47,102,25.6,54.6,417.8,1816.2,42.0,Arid,Rain,High
156,2023-02-24,NOAA1022,USA,40.9728,-77.5761,1135.2,2.0,8.4,-1.8,30.6,3.6,72,2.1,W,780.6,1025.0,98,10,42.9,Low,1.5,88,23.7,36.8,426.8,1886.1,37.2,Continental,Rain,Medium
157,2024-03-06,NOAA1015,Canada,48.5771,-114.4304,2656.0,8.7,11.2,2.4,48.3,0.0,65,29.5,SW,457.3,1015.9,33,4,41.5,Low,1.44,72,20.8,40.3,430.4,1887.9,43.0,Temperate,Heatwave,Medium
158,2024-02-09,NOAA1010,Canada,36.834,-102.4134,1638.1,1.7,4.3,-3.2,8.4,17.3,53,30.0,SE,230.1,1018.8,9,1,33.8,Medium,0.89,102,23.6,49.2,420.4,1929.3,39.4,Continental,Rain,High
159,2020-06-02,NOAA1005,Canada,39.2567,-89.0223,1448.2,28.3,30.5,20.6,1.5,0.0,52,9.1,W,225.7,1014.1,12,6,31.7,High,4.62,138,31.8,63.8,423.6,1894.7,48.7,Arid,Fog,Medium
160,2021-09-01,NOAA1006,USA,34.4297,-92.6692,1472.8,15.6,17.9,13.6,72.5,0.0,85,5.8,NW,259.7,1021.9,3,4,54.2,Low,2.92,37,11.6,16.1,411.7,1924.5,31.6,Continental,Heatwave,Medium
161,2023-09-15,NOAA1005,Mexico,38.059,-113.4618,2656.5,21.5,25.7,16.8,44.5,0.0,69,13.3,NW,310.7,1017.4,34,10,41.3,Low,4.73,66,14.7,34.6,412.7,1898.8,56.0,Polar,Heatwave,High
162,2021-04-10,NOAA1003,Canada,44.6417,-100.138,1606.5,19.9,27.1,15.1,16.8,0.0,62,39.9,NW,339.1,1021.8,50,1,43.4,Medium,4.79,97,22.0,56.7,429.5,1925.5,30.9,Tropical,Rain,Low
163,2024-07-13,NOAA1008,USA,35.161,-67.668,1306.2,37.5,45.5,31.7,4.7,0.0,43,37.9,S,355.8,1021.0,93,2,23.5,High,6.74,135,27.1,53.2,418.0,1913.6,51.5,Continental,None,High
164,2023-06-30,NOAA1033,Canada,27.7005,-115.4704,1699.8,30.3,35.8,22.5,17.4,0.0,63,6.3,NE,550.1,1022.5,12,5,50.0,Medium,6.31,113,23.3,54.4,410.2,1923.9,45.6,Polar,Coldwave,Medium
165,2020-03-17,NOAA1017,Canada,28.4525,-89.3066,2081.0,8.8,11.0,1.5,33.2,0.0,59,16.3,SE,139.4,1014.0,60,5,47.7,Low,1.36,90,19.8,50.3,411.8,1848.9,26.9,Temperate,Rain,Low
166,2021-09-07,NOAA1049,Canada,31.4661,-100.244,1936.7,20.5,23.6,17.2,36.7,0.0,71,37.4,NW,707.6,1007.9,47,1,49.9,Low,3.39,87,22.9,39.7,409.4,1965.7,48.1,Polar,Coldwave,Low
167,2020-12-21,NOAA1012,USA,30.9878,-97.9824,2754.1,-0.8,5.4,-4.4,52.7,16.5,72,23.7,NE,644.9,1013.5,30,6,50.2,Low,0.77,82,17.7,30.6,429.0,1881.8,39.8,Tropical,Storm,High
168,2024-08-28,NOAA1018,USA,34.2776,-114.7143,1716.8,25.4,33.2,18.3,2.9,0.0,38,29.8,SE,315.3,1021.2,52,9,18.9,High,5.37,102,29.0,51.2,439.5,1955.4,44.5,Tropical,Coldwave,Low
169,2021-04-03,NOAA1038,Canada,42.1058,-83.566,826.1,18.4,25.8,11.3,24.2,0.0,57,21.7,SE,473.4,1011.0,86,9,45.1,Low,3.55,86,19.0,57.9,423.1,1892.4,44.4,Arid,Coldwave,High
170,2023-05-01,NOAA1018,Canada,41.4259,-96.5409,1008.9,21.9,25.6,17.9,5.7,0.0,57,13.9,S,250.7,1005.1,66,4,46.3,Medium,4.9,124,30.2,60.8,411.2,1907.2,51.1,Temperate,Fog,Medium
171,2021-08-28,NOAA1026,Canada,34.3186,-121.9868,2124.2,33.7,39.1,30.6,2.8,0.0,44,33.2,SE,649.1,1008.2,81,8,37.3,High,6.4,134,27.3,52.0,407.3,1894.6,38.7,Polar,Rain,Medium
172,2020-07-18,NOAA1008,Mexico,31.2076,-77.9244,2288.8,27.1,30.2,21.0,19.9,0.0,61,16.4,NE,277.8,1008.2,28,5,41.4,Medium,5.84,108,22.6,45.9,422.6,1836.3,43.5,Temperate,Heatwave,Low
173,2024-11-09,NOAA1037,Mexico,47.6632,-119.9407,2668.3,8.9,13.9,1.7,19.9,0.0,66,18.4,S,430.5,1008.4,19,3,54.1,Medium,2.02,114,21.5,57.3,420.5,1918.9,41.1,Tropical,None,Medium
174,2021-11-12,NOAA1011,Canada,40.228,-123.7313,820.6,13.8,20.4,10.8,17.7,0.0,65,34.9,NW,728.2,1007.4,99,2,39.6,Medium,2.94,114,24.6,60.5,414.7,1843.9,54.0,Continental,None,Low
175,2022-12-29,NOAA1046,Canada,47.8016,-73.1556,2270.5,-3.0,2.2,-5.1,7.4,0.1,45,33.5,SE,654.8,1019.4,44,5,25.6,Medium,0.5,116,24.8,62.8,415.5,1972.8,33.4,Arid,Storm,Medium
176,2024-01-30,NOAA1038,Mexico,33.108,-73.3855,2986.4,2.0,6.1,-5.4,6.8,7.2,55,10.1,W,115.3,1003.5,28,3,33.9,Medium,0.5,130,25.0,53.9,422.5,1925.4,43.3,Temperate,Heatwave,High
177,2021-06-07,NOAA1039,USA,39.2542,-121.2663,324.3,27.3,34.3,25.0,12.0,0.0,59,7.0,NW,404.2,1022.8,70,5,40.9,Medium,4.4,93,25.0,57.2,433.0,1838.5,42.1,Polar,Storm,High
178,2023-05-25,NOAA1026,USA,37.278,-88.7912,848.1,27.8,34.5,22.8,2.4,0.0,40,28.2,S,765.2,1006.6,25,6,31.3,High,4.76,104,29.9,67.0,433.1,1967.1,35.6,Continental,Storm,Low
179,2020-01-06,NOAA1042,USA,46.7651,-76.3918,2007.1,3.3,6.2,0.8,38.2,0.0,57,24.0,NE,823.8,1004.2,82,4,39.2,Low,2.45,82,20.1,32.9,414.3,1876.5,38.4,Tropical,None,Medium
180,2022-01-07,NOAA1027,Mexico,27.7816,-75.479,2670.9,-2.0,0.1,-4.8,13.7,12.9,53,16.1,NW,864.1,1014.9,34,2,35.1,Medium,0.5,98,25.6,62.4,407.6,1913.2,46.7,Arid,Heatwave,High
181,2024-10-08,NOAA1026,Mexico,46.267,-114.4936,397.5,9.0,15.4,1.1,17.6,0.0,60,38.3,NE,432.8,1018.6,75,8,46.8,Medium,2.71,98,26.7,56.8,435.6,1889.6,53.8,Polar,None,High
182,2024-12-07,NOAA1030,Canada,27.7105,-100.5568,137.9,2.4,6.0,-1.5,7.5,0.0,43,32.3,SE,882.3,1017.3,85,6,30.4,Medium,1.74,103,27.5,60.8,412.6,1906.8,28.7,Continental,Storm,High
183,2023-10-17,NOAA1024,USA,45.1368,-92.1744,2963.4,16.6,18.9,10.7,6.0,0.0,58,8.7,NW,781.5,1023.5,21,2,44.6,Medium,3.13,120,33.2,48.0,410.3,1878.6,28.7,Tropical,Coldwave,High
184,2022-02-14,NOAA1015,USA,36.0183,-78.3281,1344.3,3.3,10.4,-1.4,23.1,0.0,60,7.1,NW,696.2,1031.6,2,2,40.5,Low,0.57,116,19.2,40.3,423.1,1907.7,37.5,Polar,Coldwave,High
185,2021-09-15,NOAA1035,USA,40.7103,-97.9961,1022.6,24.5,31.5,17.6,11.8,0.0,58,38.3,SW,548.1,1004.4,79,10,40.2,Medium,4.99,121,23.2,59.3,412.9,1871.8,38.1,Tropical,None,Medium
186,2021-12-28,NOAA1018,Mexico,37.5276,-83.9805,137.3,2.3,5.3,-0.5,22.1,0.0,68,32.8,W,185.6,1004.2,78,4,42.6,Low,2.21,107,21.6,55.4,402.8,1915.5,59.9,Tropical,Fog,Medium
187,2020-08-08,NOAA1002,Mexico,45.0992,-90.4378,2316.4,30.0,34.7,24.0,24.0,0.0,62,43.1,E,871.1,1009.9,0,9,47.2,Low,5.61,108,27.4,47.7,423.7,1882.5,49.3,Polar,Rain,High
188,2023-03-30,NOAA1046,USA,27.4853,-86.5213,1818.5,12.3,16.2,5.0,20.5,0.0,52,20.0,SE,318.9,1011.6,43,5,35.6,Low,2.11,110,25.9,57.5,414.0,1921.5,32.8,Polar,Storm,High
189,2023-01-26,NOAA1045,Mexico,47.4523,-87.9428,602.7,1.1,6.8,-2.6,13.2,6.9,52,30.9,E,503.1,1011.2,88,11,33.6,Medium,0.5,113,27.3,55.1,421.6,1998.6,37.6,Continental,Fog,High
190,2024-09-19,NOAA1018,Canada,44.3993,-94.2044,75.8,21.4,24.3,15.4,19.6,0.0,63,10.6,E,886.8,1004.5,87,5,38.4,Medium,3.33,103,22.1,51.0,417.6,1875.6,38.5,Arid,Heatwave,Low
191,2023-06-15,NOAA1014,Mexico,40.5309,-101.8335,1532.8,28.2,35.0,22.0,19.6,0.0,63,31.8,N,841.2,998.6,49,7,51.4,Medium,6.18,105,29.8,41.3,414.8,1784.5,42.3,Arid,Rain,High
192,2024-11-14,NOAA1014,Mexico,41.9111,-87.085,2265.3,10.1,15.4,4.5,6.7,0.0,53,35.4,SE,335.3,1025.2,22,11,30.3,Medium,3.44,130,24.5,47.5,429.8,1891.5,51.9,Arid,Coldwave,Medium
193,2020-09-23,NOAA1037,Canada,25.1355,-97.4191,2812.5,24.6,26.8,17.0,10.1,0.0,46,27.7,S,492.4,1008.5,73,9,29.9,Medium,5.26,114,27.7,64.1,416.7,1885.3,34.3,Polar,None,High
194,2020-11-22,NOAA1034,Mexico,34.682,-104.084,2650.2,10.2,16.2,6.2,7.8,0.0,52,14.6,NW,897.3,1014.3,96,11,28.5,Medium,2.87,125,25.5,58.9,420.0,1917.5,49.5,Polar,Rain,Low
195,2023-10-29,NOAA1024,USA,34.261,-93.2065,848.5,20.8,28.3,13.9,3.1,0.0,46,18.1,NW,489.4,1004.6,37,11,27.3,High,4.15,107,25.9,67.6,418.3,1894.9,47.9,Polar,Coldwave,Low
196,2023-07-07,NOAA1013,Mexico,40.1083,-111.849,2056.2,29.0,36.0,25.8,4.5,0.0,39,37.6,W,617.2,1017.3,9,11,21.8,High,5.27,121,24.3,49.2,426.1,1876.9,19.3,Tropical,Storm,High
197,2020-05-24,NOAA1014,Canada,34.7832,-98.2858,1213.3,19.8,23.7,15.5,17.8,0.0,63,7.1,N,613.1,1005.0,79,2,48.2,Medium,4.14,91,24.1,51.2,419.8,1821.6,56.5,Arid,Fog,Medium
198,2023-05-27,NOAA1018,Canada,34.1539,-77.139,92.5,17.2,20.1,13.9,12.9,0.0,44,34.1,S,868.1,1011.6,18,5,33.6,Medium,4.41,115,31.3,43.8,433.7,1845.1,27.1,Polar,Rain,Low
199,2020-03-26,NOAA1036,Mexico,34.458,-92.791,255.4,15.9,19.2,9.5,11.3,0.0,41,33.2,SE,430.1,1022.1,82,9,23.0,Medium,2.75,109,24.1,48.0,411.0,1836.0,36.7,Polar,None,High
200,2022-08-02,NOAA1035,USA,31.9757,-120.1603,294.6,29.6,36.0,24.7,25.3,0.0,70,16.2,E,637.0,1018.9,30,2,45.6,Low,4.58,91,21.9,46.4,422.4,1952.1,52.5,Polar,Fog,Medium
201,2023-11-21,NOAA1009,Mexico,38.6047,-77.9611,2876.0,9.1,12.1,5.2,7.0,0.0,57,35.8,W,321.3,1013.7,46,3,42.8,Medium,2.03,128,27.9,53.7,433.8,1890.8,40.7,Arid,Heatwave,High
202,2020-08-10,NOAA1041,Mexico,26.9674,-108.0049,2479.3,30.9,38.2,27.7,9.2,0.0,45,33.5,NE,681.9,1002.2,2,9,33.6,Medium,6.26,120,30.4,49.7,412.2,1948.0,34.7,Temperate,Coldwave,Medium
203,2023-01-18,NOAA1030,Mexico,43.6047,-103.1483,669.9,-3.2,3.4,-9.6,19.7,5.8,63,22.0,NE,417.4,1015.3,64,1,46.7,Medium,1.22,95,27.6,43.0,414.3,1868.7,47.0,Tropical,Rain,High
204,2023-03-04,NOAA1047,Mexico,36.6041,-103.5487,656.5,12.4,17.3,10.0,32.0,0.0,58,17.9,N,634.9,1010.4,66,6,38.8,Low,3.7,75,17.4,47.0,418.0,1953.1,44.4,Temperate,Fog,High
205,2023-07-21,NOAA1047,Canada,38.8872,-91.5009,1130.0,32.8,37.1,27.3,50.5,0.0,73,40.6,NE,513.3,1024.6,48,4,51.4,Low,5.63,76,17.2,34.4,434.4,1929.8,44.7,Polar,None,High
206,2024-12-11,NOAA1028,USA,30.5198,-94.6711,842.4,-1.4,1.5,-4.3,17.4,12.0,49,37.1,SE,431.7,1004.6,42,2,34.0,Medium,0.75,100,26.6,54.2,404.3,1982.2,31.2,Continental,None,Low
207,2020-03-29,NOAA1036,Mexico,28.8671,-88.1162,117.6,9.1,14.5,6.8,10.7,0.0,45,13.1,E,513.3,1002.3,51,10,39.0,Medium,2.64,112,31.8,49.0,427.3,1912.2,42.1,Polar,Heatwave,Medium
208,2020-12-15,NOAA1026,Mexico,28.4251,-90.7892,2302.5,5.4,11.1,0.3,6.6,0.0,45,9.2,SW,837.9,1016.9,76,10,24.6,Medium,1.57,106,24.4,50.7,425.9,1926.5,49.4,Polar,Fog,Medium
209,2024-08-19,NOAA1038,USA,29.2581,-72.6083,1799.4,30.7,38.0,25.5,12.4,0.0,46,34.4,NE,485.8,1012.3,16,10,32.8,Medium,4.61,119,27.1,51.2,415.8,1923.5,49.9,Temperate,Fog,High
210,2022-05-28,NOAA1030,Canada,33.4124,-78.1366,2723.6,22.1,29.1,16.6,16.8,0.0,52,20.3,S,481.7,1026.6,29,2,32.9,Medium,5.07,114,23.4,41.7,404.8,1903.1,54.5,Temperate,Coldwave,High
211,2020-08-29,NOAA1000,Canada,40.7091,-84.7973,947.7,32.5,36.7,29.6,17.0,0.0,61,30.0,S,309.0,1020.2,68,7,43.7,Medium,6.1,113,28.3,49.8,418.9,1851.0,38.3,Polar,Heatwave,Low
212,2022-01-28,NOAA1035,Canada,31.0907,-106.5208,1033.1,-2.4,3.8,-8.8,8.2,17.1,56,30.3,SE,457.3,1017.7,89,3,32.8,Medium,0.66,117,31.0,58.2,425.8,1957.9,35.9,Temperate,Rain,Medium
213,2023-07-26,NOAA1005,USA,36.32,-89.786,264.4,26.6,30.2,22.4,16.4,0.0,44,28.2,W,844.5,1024.6,51,10,33.3,Medium,4.56,91,30.4,58.2,413.7,1925.9,39.0,Continental,Heatwave,Low
214,2021-02-17,NOAA1018,USA,25.8066,-89.8276,1547.4,4.7,8.1,1.7,6.1,0.0,54,3.6,SE,624.0,1009.5,20,2,45.7,Medium,2.26,120,30.2,55.1,413.5,1816.2,44.7,Tropical,Coldwave,Low
215,2024-02-18,NOAA1005,Mexico,31.8279,-76.7034,2745.0,4.4,8.5,-3.4,2.4,0.0,38,13.9,SE,463.8,1024.7,51,10,18.7,High,1.01,134,25.5,50.2,407.8,1950.5,35.6,Arid,Storm,Low
216,2024-07-02,NOAA1016,Mexico,44.5155,-91.231,2082.6,41.2,49.0,35.8,8.3,0.0,55,35.1,SW,869.0,1014.5,58,11,37.9,Medium,7.35,97,27.7,51.0,434.9,1975.5,53.0,Continental,Fog,Low
217,2023-10-18,NOAA1020,Canada,47.9307,-94.5593,29.2,20.8,27.8,17.3,7.9,0.0,46,6.0,SW,160.8,1019.6,22,8,29.2,Medium,3.56,114,24.9,61.0,413.5,1899.9,38.6,Tropical,Heatwave,High
218,2021-02-12,NOAA1047,USA,45.9458,-112.2136,608.3,1.2,4.7,-4.5,21.9,3.1,55,6.6,NE,640.6,1020.6,84,8,40.3,Low,1.71,117,29.1,56.0,397.8,1932.0,36.5,Arid,Coldwave,Medium
219,2022-10-05,NOAA1017,Canada,29.3889,-80.437,1533.4,13.5,17.9,7.0,6.4,0.0,56,7.5,W,482.7,1011.9,69,1,39.2,Medium,2.81,109,28.0,49.2,432.1,1925.2,31.8,Polar,Heatwave,Medium
220,2023-11-12,NOAA1000,Mexico,30.0581,-90.8825,976.3,16.4,22.1,12.8,30.3,0.0,53,25.6,SE,315.5,1017.7,78,6,35.0,Low,3.46,87,21.6,49.9,429.2,1887.8,49.6,Arid,Heatwave,Medium
221,2022-07-12,NOAA1036,USA,48.5025,-84.8973,2442.6,23.3,29.6,16.5,4.1,0.0,42,25.9,W,256.9,1015.8,94,3,29.0,High,3.51,126,29.0,67.9,421.1,1829.3,42.6,Polar,Coldwave,High
